image,palette,size,order,radius,estimator,sample_count,mask,n_pixels,mean_deg,median_deg,p90_deg,p95_deg,p99_deg,max_deg,mean_strength
example_images/synthetic_nested_shapes/clean/1024/nested_star_square_oval_low_contrast_gray_1024.png,low_contrast_gray,1024,4,25,brute_180,180,all,35023,3.871626377105713,0.37992244958877563,11.127723693847656,27.379920959472656,49.37992477416992,87.17335510253906,0.010579634457826614
example_images/synthetic_nested_shapes/clean/1024/nested_star_square_oval_low_contrast_gray_1024.png,low_contrast_gray,1024,4,25,brute_180_vs_steerable,180,all,35023,0.23117731511592865,0.25027862191200256,0.4530942738056183,0.4769930839538574,0.4955575466156006,0.4999903440475464,0.010579634457826614
example_images/synthetic_nested_shapes/clean/1024/nested_star_square_oval_low_contrast_gray_1024.png,low_contrast_gray,1024,4,25,brute_180,180,smooth,25844,1.2447091341018677,0.37991562485694885,0.6200855374336243,1.189925193786621,31.882230758666992,87.17335510253906,0.010294901207089424
example_images/synthetic_nested_shapes/clean/1024/nested_star_square_oval_low_contrast_gray_1024.png,low_contrast_gray,1024,4,25,brute_180_vs_steerable,180,smooth,25844,0.22410212457180023,0.24861888587474823,0.4529078006744385,0.4769930839538574,0.4954383075237274,0.49990156292915344,0.010294901207089424
example_images/synthetic_nested_shapes/clean/1024/nested_star_square_oval_low_contrast_gray_1024.png,low_contrast_gray,1024,6,25,steerable_atan2,0,all,35023,2.7925782203674316,0.22061511874198914,5.9862236976623535,17.033164978027344,47.26300048828125,87.663330078125,0.015156637877225876
example_images/synthetic_nested_shapes/clean/1024/nested_star_square_oval_low_contrast_gray_1024.png,low_contrast_gray,1024,6,25,steerable_atan2,0,smooth,25844,0.7370229363441467,0.12671367824077606,0.6273938417434692,1.0281500816345215,16.133689880371094,87.663330078125,0.014709711074829102
example_images/synthetic_nested_shapes/clean/1024/nested_star_square_oval_low_contrast_gray_1024.png,low_contrast_gray,1024,6,25,brute_16,16,all,35023,4.260071277618408,1.8444721698760986,7.870085716247559,16.879924774169922,45.0,88.07666015625,0.015156637877225876
example_images/synthetic_nested_shapes/clean/1024/nested_star_square_oval_low_contrast_gray_1024.png,low_contrast_gray,1024,6,25,brute_16_vs_steerable,16,all,35023,2.2431252002716064,1.8395748138427734,5.192162036895752,5.506989002227783,5.589287281036377,5.62464714050293,0.015156637877225876
example_images/synthetic_nested_shapes/clean/1024/nested_star_square_oval_low_contrast_gray_1024.png,low_contrast_gray,1024,6,25,brute_16,16,smooth,25844,2.531080722808838,1.1299182176589966,5.620084762573242,5.62992000579834,16.155672073364258,88.07666015625,0.014709711074829102
example_images/synthetic_nested_shapes/clean/1024/nested_star_square_oval_low_contrast_gray_1024.png,low_contrast_gray,1024,6,25,brute_16_vs_steerable,16,smooth,25844,2.075258255004883,1.413063645362854,5.349458694458008,5.553900241851807,5.590701103210449,5.62464714050293,0.014709711074829102
example_images/synthetic_nested_shapes/clean/1024/nested_star_square_oval_low_contrast_gray_1024.png,low_contrast_gray,1024,6,25,brute_32,32,all,35023,3.3996422290802,1.1299182176589966,5.62992000579834,16.875,47.25490951538086,88.07666015625,0.015156637877225876
example_images/synthetic_nested_shapes/clean/1024/nested_star_square_oval_low_contrast_gray_1024.png,low_contrast_gray,1024,6,25,brute_32_vs_steerable,32,all,35023,1.088707685470581,1.03964364528656,2.370553731918335,2.5050346851348877,2.748302698135376,2.8119957447052,0.015156637877225876
example_images/synthetic_nested_shapes/clean/1024/nested_star_square_oval_low_contrast_gray_1024.png,low_contrast_gray,1024,6,25,brute_32,32,smooth,25844,1.487136960029602,1.1200759410858154,2.2549185752868652,2.7132925987243652,16.875,88.07666015625,0.014709711074829102
example_images/synthetic_nested_shapes/clean/1024/nested_star_square_oval_low_contrast_gray_1024.png,low_contrast_gray,1024,6,25,brute_32_vs_steerable,32,smooth,25844,0.9845948219299316,0.9121478796005249,2.3226945400238037,2.432671308517456,2.7025272846221924,2.809810161590576,0.014709711074829102
example_images/synthetic_nested_shapes/clean/1024/nested_star_square_oval_low_contrast_gray_1024.png,low_contrast_gray,1024,6,25,brute_64,64,all,35023,3.055511713027954,0.5674179792404175,5.62992000579834,16.875,46.69242477416992,88.07666015625,0.015156637877225876
example_images/synthetic_nested_shapes/clean/1024/nested_star_square_oval_low_contrast_gray_1024.png,low_contrast_gray,1024,6,25,brute_64_vs_steerable,64,all,35023,0.5641308426856995,0.5489832758903503,1.251535177230835,1.33664071559906,1.3914978504180908,1.4061310291290283,0.015156637877225876
example_images/synthetic_nested_shapes/clean/1024/nested_star_square_oval_low_contrast_gray_1024.png,low_contrast_gray,1024,6,25,brute_64,64,smooth,25844,1.061914086341858,0.5575824975967407,1.4870619773864746,1.7438418865203857,16.860309600830078,88.07666015625,0.014709711074829102
example_images/synthetic_nested_shapes/clean/1024/nested_star_square_oval_low_contrast_gray_1024.png,low_contrast_gray,1024,6,25,brute_64_vs_steerable,64,smooth,25844,0.5214725732803345,0.47114303708076477,1.24991774559021,1.3357213735580444,1.390749454498291,1.405659794807434,0.014709711074829102
example_images/synthetic_nested_shapes/clean/1024/nested_star_square_oval_low_contrast_gray_1024.png,low_contrast_gray,1024,6,25,brute_180,180,all,35023,2.8982110023498535,0.37992244958877563,6.0,17.000019073486328,47.37990951538086,87.82666778564453,0.015156637877225876
example_images/synthetic_nested_shapes/clean/1024/nested_star_square_oval_low_contrast_gray_1024.png,low_contrast_gray,1024,6,25,brute_180_vs_steerable,180,all,35023,0.21334482729434967,0.21431085467338562,0.4485439956188202,0.4763237237930298,0.4950794279575348,0.4999903440475464,0.015156637877225876
example_images/synthetic_nested_shapes/clean/1024/nested_star_square_oval_low_contrast_gray_1024.png,low_contrast_gray,1024,6,25,brute_180,180,smooth,25844,0.8677178025245667,0.37991562485694885,0.6593796014785767,1.159299612045288,15.999998092651367,87.82666778564453,0.014709711074829102
example_images/synthetic_nested_shapes/clean/1024/nested_star_square_oval_low_contrast_gray_1024.png,low_contrast_gray,1024,6,25,brute_180_vs_steerable,180,smooth,25844,0.20034939050674438,0.18949677050113678,0.44796955585479736,0.4751981198787689,0.4943854808807373,0.4999903440475464,0.014709711074829102
example_images/synthetic_nested_shapes/clean/1024/nested_star_square_oval_low_contrast_gray_1024.png,low_contrast_gray,1024,8,25,steerable_atan2,0,all,35023,2.3817896842956543,0.3512561321258545,4.849229335784912,10.6256742477417,45.00007629394531,88.3570556640625,0.01927189528942108
example_images/synthetic_nested_shapes/clean/1024/nested_star_square_oval_low_contrast_gray_1024.png,low_contrast_gray,1024,8,25,steerable_atan2,0,smooth,25844,0.6865456700325012,0.18654611706733704,0.8921087384223938,1.1772254705429077,10.885855674743652,88.3570556640625,0.01872737519443035
example_images/synthetic_nested_shapes/clean/1024/nested_star_square_oval_low_contrast_gray_1024.png,low_contrast_gray,1024,8,25,brute_16,16,all,35023,3.816194534301758,1.4671725034713745,5.62992000579834,11.250011444091797,45.0,89.35560607910156,0.01927189528942108
example_images/synthetic_nested_shapes/clean/1024/nested_star_square_oval_low_contrast_gray_1024.png,low_contrast_gray,1024,8,25,brute_16_vs_steerable,16,all,35023,2.1837823390960693,1.8242137432098389,5.0720014572143555,5.439244270324707,5.573366165161133,5.623916149139404,0.01927189528942108
example_images/synthetic_nested_shapes/clean/1024/nested_star_square_oval_low_contrast_gray_1024.png,low_contrast_gray,1024,8,25,brute_16,16,smooth,25844,2.4017345905303955,1.1299182176589966,5.620084762573242,5.62992000579834,11.250011444091797,89.35560607910156,0.01872737519443035
example_images/synthetic_nested_shapes/clean/1024/nested_star_square_oval_low_contrast_gray_1024.png,low_contrast_gray,1024,8,25,brute_16_vs_steerable,16,smooth,25844,2.0081627368927,1.36420738697052,5.098572254180908,5.445443630218506,5.573366165161133,5.621143341064453,0.01872737519443035
example_images/synthetic_nested_shapes/clean/1024/nested_star_square_oval_low_contrast_gray_1024.png,low_contrast_gray,1024,8,25,brute_32,32,all,35023,2.943894624710083,1.1299182176589966,5.624995708465576,11.249998092651367,45.0,86.29835510253906,0.01927189528942108
example_images/synthetic_nested_shapes/clean/1024/nested_star_square_oval_low_contrast_gray_1024.png,low_contrast_gray,1024,8,25,brute_32_vs_steerable,32,all,35023,1.0824648141860962,0.988164484500885,2.4459261894226074,2.6198692321777344,2.7748122215270996,2.812248468399048,0.01927189528942108
example_images/synthetic_nested_shapes/clean/1024/nested_star_square_oval_low_contrast_gray_1024.png,low_contrast_gray,1024,8,25,brute_32,32,smooth,25844,1.3793784379959106,1.1200759410858154,2.258455991744995,3.3700835704803467,11.098999977111816,86.29835510253906,0.01872737519443035
example_images/synthetic_nested_shapes/clean/1024/nested_star_square_oval_low_contrast_gray_1024.png,low_contrast_gray,1024,8,25,brute_32_vs_steerable,32,smooth,25844,0.982915997505188,0.8229626417160034,2.4226341247558594,2.6065874099731445,2.7695958614349365,2.811845541000366,0.01872737519443035
example_images/synthetic_nested_shapes/clean/1024/nested_star_square_oval_low_contrast_gray_1024.png,low_contrast_gray,1024,8,25,brute_64,64,all,35023,2.5883824825286865,0.5674179792404175,5.06742000579834,10.962549209594727,45.00383377075195,89.11084747314453,0.01927189528942108
example_images/synthetic_nested_shapes/clean/1024/nested_star_square_oval_low_contrast_gray_1024.png,low_contrast_gray,1024,8,25,brute_64_vs_steerable,64,all,35023,0.5396363139152527,0.4947379231452942,1.20689857006073,1.3046399354934692,1.3871363401412964,1.4062130451202393,0.01927189528942108
example_images/synthetic_nested_shapes/clean/1024/nested_star_square_oval_low_contrast_gray_1024.png,low_contrast_gray,1024,8,25,brute_64,64,smooth,25844,0.9385344386100769,0.5575824975967407,1.5612645149230957,1.8727558851242065,10.868280410766602,89.11084747314453,0.01872737519443035
example_images/synthetic_nested_shapes/clean/1024/nested_star_square_oval_low_contrast_gray_1024.png,low_contrast_gray,1024,8,25,brute_64_vs_steerable,64,smooth,25844,0.4899120628833771,0.4032338857650757,1.1805230379104614,1.2896794080734253,1.3863028287887573,1.4062130451202393,0.01872737519443035
example_images/synthetic_nested_shapes/clean/1024/nested_star_square_oval_low_contrast_gray_1024.png,low_contrast_gray,1024,8,25,brute_180,180,all,35023,2.4537594318389893,0.37992244958877563,4.999999046325684,10.379920959472656,45.0,88.17335510253906,0.01927189528942108
example_images/synthetic_nested_shapes/clean/1024/nested_star_square_oval_low_contrast_gray_1024.png,low_contrast_gray,1024,8,25,brute_180_vs_steerable,180,all,35023,0.20504340529441833,0.19628597795963287,0.44245967268943787,0.4721429646015167,0.49496331810951233,0.4997854232788086,0.01927189528942108
example_images/synthetic_nested_shapes/clean/1024/nested_star_square_oval_low_contrast_gray_1024.png,low_contrast_gray,1024,8,25,brute_180,180,smooth,25844,0.7725763916969299,0.37991562485694885,0.8797010779380798,1.379916787147522,10.970479011535645,88.17335510253906,0.01872737519443035
example_images/synthetic_nested_shapes/clean/1024/nested_star_square_oval_low_contrast_gray_1024.png,low_contrast_gray,1024,8,25,brute_180_vs_steerable,180,smooth,25844,0.190750852227211,0.17569294571876526,0.43969616293907166,0.47200706601142883,0.49496331810951233,0.4997444450855255,0.01872737519443035
example_images/synthetic_nested_shapes/clean/1024/nested_star_square_oval_low_contrast_cool_colors_1024.png,low_contrast_cool_colors,1024,2,25,steerable_atan2,0,all,35023,6.0114827156066895,0.22769801318645477,25.375072479248047,38.187828063964844,60.428287506103516,89.91630554199219,0.0018557008588686585
example_images/synthetic_nested_shapes/clean/1024/nested_star_square_oval_low_contrast_cool_colors_1024.png,low_contrast_cool_colors,1024,2,25,steerable_atan2,0,smooth,25844,2.1016809940338135,0.15090620517730713,0.3991364538669586,7.412320613861084,63.54771041870117,89.91630554199219,0.0019382373429834843
example_images/synthetic_nested_shapes/clean/1024/nested_star_square_oval_low_contrast_cool_colors_1024.png,low_contrast_cool_colors,1024,2,25,brute_16,16,all,35023,7.433013439178467,3.3700835704803467,23.629913330078125,37.12992477416992,61.279808044433594,89.77401733398438,0.0018557008588686585
example_images/synthetic_nested_shapes/clean/1024/nested_star_square_oval_low_contrast_cool_colors_1024.png,low_contrast_cool_colors,1024,2,25,brute_16_vs_steerable,16,all,35023,2.24702787399292,1.8914774656295776,5.270739555358887,5.542220592498779,5.614312648773193,5.624906539916992,0.0018557008588686585
example_images/synthetic_nested_shapes/clean/1024/nested_star_square_oval_low_contrast_cool_colors_1024.png,low_contrast_cool_colors,1024,2,25,brute_16,16,smooth,25844,3.893251419067383,1.1299182176589966,5.620084762573242,9.153409957885742,62.9791259765625,89.77401733398438,0.0019382373429834843
example_images/synthetic_nested_shapes/clean/1024/nested_star_square_oval_low_contrast_cool_colors_1024.png,low_contrast_cool_colors,1024,2,25,brute_16_vs_steerable,16,smooth,25844,2.0676345825195312,0.9915522336959839,5.37736701965332,5.564350128173828,5.614354133605957,5.624046325683594,0.0019382373429834843
example_images/synthetic_nested_shapes/clean/1024/nested_star_square_oval_low_contrast_cool_colors_1024.png,low_contrast_cool_colors,1024,2,25,brute_32,32,all,35023,6.613348960876465,1.1299182176589966,25.16753387451172,39.375003814697266,60.98428726196289,89.77401733398438,0.0018557008588686585
example_images/synthetic_nested_shapes/clean/1024/nested_star_square_oval_low_contrast_cool_colors_1024.png,low_contrast_cool_colors,1024,2,25,brute_32_vs_steerable,32,all,35023,1.03384268283844,0.8861760497093201,2.2191832065582275,2.4815027713775635,2.7497177124023438,2.8124806880950928,0.0018557008588686585
example_images/synthetic_nested_shapes/clean/1024/nested_star_square_oval_low_contrast_cool_colors_1024.png,low_contrast_cool_colors,1024,2,25,brute_32,32,smooth,25844,2.870619773864746,1.1200827360153198,2.2549185752868652,6.506978511810303,62.797393798828125,89.77401733398438,0.0019382373429834843
example_images/synthetic_nested_shapes/clean/1024/nested_star_square_oval_low_contrast_cool_colors_1024.png,low_contrast_cool_colors,1024,2,25,brute_32_vs_steerable,32,smooth,25844,0.9147101640701294,0.8232836723327637,2.1368520259857178,2.2743983268737793,2.701414108276367,2.812405586242676,0.0019382373429834843
example_images/synthetic_nested_shapes/clean/1024/nested_star_square_oval_low_contrast_cool_colors_1024.png,low_contrast_cool_colors,1024,2,25,brute_64,64,all,35023,6.2623467445373535,0.6244978904724121,25.312496185302734,38.25492858886719,60.3900032043457,89.77401733398438,0.0018557008588686585
example_images/synthetic_nested_shapes/clean/1024/nested_star_square_oval_low_contrast_cool_colors_1024.png,low_contrast_cool_colors,1024,2,25,brute_64_vs_steerable,64,all,35023,0.5441679358482361,0.6507394313812256,1.0783748626708984,1.2500872611999512,1.3725463151931763,1.4061105251312256,0.0018557008588686585
example_images/synthetic_nested_shapes/clean/1024/nested_star_square_oval_low_contrast_cool_colors_1024.png,low_contrast_cool_colors,1024,2,25,brute_64,64,smooth,25844,2.427835702896118,0.5575893521308899,1.1299182176589966,8.201169967651367,63.362064361572266,89.77401733398438,0.0019382373429834843
example_images/synthetic_nested_shapes/clean/1024/nested_star_square_oval_low_contrast_cool_colors_1024.png,low_contrast_cool_colors,1024,2,25,brute_64_vs_steerable,64,smooth,25844,0.495080828666687,0.6331585645675659,0.9671342968940735,1.13570237159729,1.3361868858337402,1.4061105251312256,0.0019382373429834843
example_images/synthetic_nested_shapes/clean/1024/nested_star_square_oval_low_contrast_cool_colors_1024.png,low_contrast_cool_colors,1024,2,25,brute_180,180,all,35023,6.122533798217773,0.37992244958877563,25.379911422729492,38.379905700683594,60.6634407043457,89.93695068359375,0.0018557008588686585
example_images/synthetic_nested_shapes/clean/1024/nested_star_square_oval_low_contrast_cool_colors_1024.png,low_contrast_cool_colors,1024,2,25,brute_180_vs_steerable,180,all,35023,0.21268029510974884,0.20926333963871002,0.4400554299354553,0.4725029170513153,0.49182605743408203,0.4999766945838928,0.0018557008588686585
example_images/synthetic_nested_shapes/clean/1024/nested_star_square_oval_low_contrast_cool_colors_1024.png,low_contrast_cool_colors,1024,2,25,brute_180,180,smooth,25844,2.250964403152466,0.37991562485694885,0.6200855374336243,7.209636211395264,63.52191162109375,89.93695068359375,0.0019382373429834843
example_images/synthetic_nested_shapes/clean/1024/nested_star_square_oval_low_contrast_cool_colors_1024.png,low_contrast_cool_colors,1024,2,25,brute_180_vs_steerable,180,smooth,25844,0.2002527415752411,0.18886156380176544,0.43758291006088257,0.47070932388305664,0.4908105731010437,0.4999766945838928,0.0019382373429834843
example_images/synthetic_nested_shapes/clean/1024/nested_star_square_oval_low_contrast_cool_colors_1024.png,low_contrast_cool_colors,1024,4,25,steerable_atan2,0,all,35023,3.801624059677124,0.1920444369316101,11.279022216796875,27.60554313659668,49.34606170654297,89.81212615966797,0.0035527008585631847
example_images/synthetic_nested_shapes/clean/1024/nested_star_square_oval_low_contrast_cool_colors_1024.png,low_contrast_cool_colors,1024,4,25,steerable_atan2,0,smooth,25844,1.178636074066162,0.10386326909065247,0.4968641698360443,1.0868135690689087,36.06937026977539,89.81212615966797,0.0035715317353606224
example_images/synthetic_nested_shapes/clean/1024/nested_star_square_oval_low_contrast_cool_colors_1024.png,low_contrast_cool_colors,1024,4,25,brute_16,16,all,35023,5.244956970214844,2.649894952774048,11.250011444091797,28.129915237426758,48.37993240356445,89.98245239257812,0.0035527008585631847
example_images/synthetic_nested_shapes/clean/1024/nested_star_square_oval_low_contrast_cool_colors_1024.png,low_contrast_cool_colors,1024,4,25,brute_16_vs_steerable,16,all,35023,2.2306911945343018,1.9161412715911865,5.162175178527832,5.485201835632324,5.6021623611450195,5.6249680519104,0.0035527008585631847
example_images/synthetic_nested_shapes/clean/1024/nested_star_square_oval_low_contrast_cool_colors_1024.png,low_contrast_cool_colors,1024,4,25,brute_16,16,smooth,25844,2.9715850353240967,1.1299182176589966,5.62992000579834,5.62992000579834,34.70656967163086,89.98245239257812,0.0035715317353606224
example_images/synthetic_nested_shapes/clean/1024/nested_star_square_oval_low_contrast_cool_colors_1024.png,low_contrast_cool_colors,1024,4,25,brute_16_vs_steerable,16,smooth,25844,2.032714605331421,1.2763506174087524,5.192237377166748,5.5041351318359375,5.60955810546875,5.624770164489746,0.0035715317353606224
example_images/synthetic_nested_shapes/clean/1024/nested_star_square_oval_low_contrast_cool_colors_1024.png,low_contrast_cool_colors,1024,4,25,brute_32,32,all,35023,4.434693813323975,1.1299182176589966,11.250011444091797,28.1250057220459,50.625,89.98245239257812,0.0035527008585631847
example_images/synthetic_nested_shapes/clean/1024/nested_star_square_oval_low_contrast_cool_colors_1024.png,low_contrast_cool_colors,1024,4,25,brute_32_vs_steerable,32,all,35023,1.105484962463379,0.9930343627929688,2.3999509811401367,2.5302155017852783,2.748673677444458,2.8125011920928955,0.0035527008585631847
example_images/synthetic_nested_shapes/clean/1024/nested_star_square_oval_low_contrast_cool_colors_1024.png,low_contrast_cool_colors,1024,4,25,brute_32,32,smooth,25844,1.9541059732437134,1.1200759410858154,2.2549185752868652,2.915393590927124,35.34176254272461,89.98245239257812,0.0035715317353606224
example_images/synthetic_nested_shapes/clean/1024/nested_star_square_oval_low_contrast_cool_colors_1024.png,low_contrast_cool_colors,1024,4,25,brute_32_vs_steerable,32,smooth,25844,0.9996930956840515,0.8890925645828247,2.3546502590179443,2.467883586883545,2.6934432983398438,2.812330484390259,0.0035715317353606224
example_images/synthetic_nested_shapes/clean/1024/nested_star_square_oval_low_contrast_cool_colors_1024.png,low_contrast_cool_colors,1024,4,25,brute_64,64,all,35023,4.0695624351501465,0.5674179792404175,11.250011444091797,28.124998092651367,49.50491714477539,89.95429229736328,0.0035527008585631847
example_images/synthetic_nested_shapes/clean/1024/nested_star_square_oval_low_contrast_cool_colors_1024.png,low_contrast_cool_colors,1024,4,25,brute_64_vs_steerable,64,all,35023,0.5396890640258789,0.503111720085144,1.1856662034988403,1.2915942668914795,1.3850735425949097,1.4062062501907349,0.0035527008585631847
example_images/synthetic_nested_shapes/clean/1024/nested_star_square_oval_low_contrast_cool_colors_1024.png,low_contrast_cool_colors,1024,4,25,brute_64,64,smooth,25844,1.515841007232666,0.5575893521308899,1.213756799697876,1.8726387023925781,36.44365692138672,89.95429229736328,0.0035715317353606224
example_images/synthetic_nested_shapes/clean/1024/nested_star_square_oval_low_contrast_cool_colors_1024.png,low_contrast_cool_colors,1024,4,25,brute_64_vs_steerable,64,smooth,25844,0.49186041951179504,0.4578344225883484,1.1464813947677612,1.26846182346344,1.376214861869812,1.4062062501907349,0.0035715317353606224
example_images/synthetic_nested_shapes/clean/1024/nested_star_square_oval_low_contrast_cool_colors_1024.png,low_contrast_cool_colors,1024,4,25,brute_180,180,all,35023,3.9245009422302246,0.37992244958877563,11.379915237426758,27.47496223449707,49.37992477416992,89.32929992675781,0.0035527008585631847
example_images/synthetic_nested_shapes/clean/1024/nested_star_square_oval_low_contrast_cool_colors_1024.png,low_contrast_cool_colors,1024,4,25,brute_180_vs_steerable,180,all,35023,0.2311134785413742,0.24860522150993347,0.45304644107818604,0.476978063583374,0.4956563115119934,0.49999716877937317,0.0035527008585631847
example_images/synthetic_nested_shapes/clean/1024/nested_star_square_oval_low_contrast_cool_colors_1024.png,low_contrast_cool_colors,1024,4,25,brute_180,180,smooth,25844,1.3375239372253418,0.37991562485694885,0.6200855374336243,1.191552758216858,35.999996185302734,89.32929992675781,0.0035715317353606224
example_images/synthetic_nested_shapes/clean/1024/nested_star_square_oval_low_contrast_cool_colors_1024.png,low_contrast_cool_colors,1024,4,25,brute_180_vs_steerable,180,smooth,25844,0.22406479716300964,0.2478744089603424,0.4530942738056183,0.47759997844696045,0.49545782804489136,0.49996984004974365,0.0035715317353606224
example_images/synthetic_nested_shapes/clean/1024/nested_star_square_oval_low_contrast_cool_colors_1024.png,low_contrast_cool_colors,1024,6,25,steerable_atan2,0,all,35023,2.812849521636963,0.2218855321407318,6.1327900886535645,17.026561737060547,47.4273681640625,89.10118103027344,0.005085464101284742
example_images/synthetic_nested_shapes/clean/1024/nested_star_square_oval_low_contrast_cool_colors_1024.png,low_contrast_cool_colors,1024,6,25,steerable_atan2,0,smooth,25844,0.7779124975204468,0.12679563462734222,0.6273938417434692,1.0452040433883667,17.59481430053711,89.10118103027344,0.005098216235637665
example_images/synthetic_nested_shapes/clean/1024/nested_star_square_oval_low_contrast_cool_colors_1024.png,low_contrast_cool_colors,1024,6,25,brute_16,16,all,35023,4.277070999145508,1.8399232625961304,7.870085716247559,16.879924774169922,45.0,88.58196258544922,0.005085464101284742
example_images/synthetic_nested_shapes/clean/1024/nested_star_square_oval_low_contrast_cool_colors_1024.png,low_contrast_cool_colors,1024,6,25,brute_16_vs_steerable,16,all,35023,2.240591526031494,1.8432563543319702,5.176708221435547,5.508045196533203,5.5894036293029785,5.624954700469971,0.005085464101284742
example_images/synthetic_nested_shapes/clean/1024/nested_star_square_oval_low_contrast_cool_colors_1024.png,low_contrast_cool_colors,1024,6,25,brute_16,16,smooth,25844,2.5777931213378906,1.1299182176589966,5.620084762573242,5.62992000579834,18.048078536987305,88.58196258544922,0.005098216235637665
example_images/synthetic_nested_shapes/clean/1024/nested_star_square_oval_low_contrast_cool_colors_1024.png,low_contrast_cool_colors,1024,6,25,brute_16_vs_steerable,16,smooth,25844,2.0750033855438232,1.4136545658111572,5.349185466766357,5.55377721786499,5.590523719787598,5.6248250007629395,0.005098216235637665
example_images/synthetic_nested_shapes/clean/1024/nested_star_square_oval_low_contrast_cool_colors_1024.png,low_contrast_cool_colors,1024,6,25,brute_32,32,all,35023,3.4147143363952637,1.1299182176589966,5.62992000579834,16.875,47.25491714477539,88.58196258544922,0.005085464101284742
example_images/synthetic_nested_shapes/clean/1024/nested_star_square_oval_low_contrast_cool_colors_1024.png,low_contrast_cool_colors,1024,6,25,brute_32_vs_steerable,32,all,35023,1.0928165912628174,1.0487072467803955,2.372474431991577,2.5090277194976807,2.752523899078369,2.8119616508483887,0.005085464101284742
example_images/synthetic_nested_shapes/clean/1024/nested_star_square_oval_low_contrast_cool_colors_1024.png,low_contrast_cool_colors,1024,6,25,brute_32,32,smooth,25844,1.5202147960662842,1.1200759410858154,2.2549185752868652,2.73820161819458,16.875,88.58196258544922,0.005098216235637665
example_images/synthetic_nested_shapes/clean/1024/nested_star_square_oval_low_contrast_cool_colors_1024.png,low_contrast_cool_colors,1024,6,25,brute_32_vs_steerable,32,smooth,25844,0.9868468642234802,0.9187594652175903,2.3250722885131836,2.4363181591033936,2.7047626972198486,2.8107049465179443,0.005098216235637665
example_images/synthetic_nested_shapes/clean/1024/nested_star_square_oval_low_contrast_cool_colors_1024.png,low_contrast_cool_colors,1024,6,25,brute_64,64,all,35023,3.0770065784454346,0.5674179792404175,6.182584762573242,16.875,47.25491714477539,88.6055679321289,0.005085464101284742
example_images/synthetic_nested_shapes/clean/1024/nested_star_square_oval_low_contrast_cool_colors_1024.png,low_contrast_cool_colors,1024,6,25,brute_64_vs_steerable,64,all,35023,0.5642806887626648,0.5499736666679382,1.2509491443634033,1.3352527618408203,1.391331672668457,1.4059398174285889,0.005085464101284742
example_images/synthetic_nested_shapes/clean/1024/nested_star_square_oval_low_contrast_cool_colors_1024.png,low_contrast_cool_colors,1024,6,25,brute_64,64,smooth,25844,1.1034436225891113,0.5575824975967407,1.4945218563079834,1.7541213035583496,17.280899047851562,88.6055679321289,0.005098216235637665
example_images/synthetic_nested_shapes/clean/1024/nested_star_square_oval_low_contrast_cool_colors_1024.png,low_contrast_cool_colors,1024,6,25,brute_64_vs_steerable,64,smooth,25844,0.5216054916381836,0.47159039974212646,1.2487908601760864,1.335092544555664,1.3908997774124146,1.4055982828140259,0.005098216235637665
example_images/synthetic_nested_shapes/clean/1024/nested_star_square_oval_low_contrast_cool_colors_1024.png,low_contrast_cool_colors,1024,6,25,brute_180,180,all,35023,2.91869854927063,0.37992244958877563,6.021451473236084,17.000019073486328,47.37991714477539,88.91806030273438,0.005085464101284742
example_images/synthetic_nested_shapes/clean/1024/nested_star_square_oval_low_contrast_cool_colors_1024.png,low_contrast_cool_colors,1024,6,25,brute_180_vs_steerable,180,all,35023,0.2135857194662094,0.21437914669513702,0.4488718509674072,0.47609150409698486,0.4950271248817444,0.5000039935112,0.005085464101284742
example_images/synthetic_nested_shapes/clean/1024/nested_star_square_oval_low_contrast_cool_colors_1024.png,low_contrast_cool_colors,1024,6,25,brute_180,180,smooth,25844,0.9088835120201111,0.37991562485694885,0.6576837301254272,1.163093090057373,17.805198669433594,88.91806030273438,0.005098216235637665
example_images/synthetic_nested_shapes/clean/1024/nested_star_square_oval_low_contrast_cool_colors_1024.png,low_contrast_cool_colors,1024,6,25,brute_180_vs_steerable,180,smooth,25844,0.20068460702896118,0.18946945667266846,0.4483575224876404,0.4748893976211548,0.49390360713005066,0.5000039935112,0.005098216235637665
example_images/synthetic_nested_shapes/clean/1024/nested_star_square_oval_low_contrast_cool_colors_1024.png,low_contrast_cool_colors,1024,8,25,steerable_atan2,0,all,35023,2.4104387760162354,0.3552108108997345,4.978360652923584,11.086929321289062,45.00004959106445,89.56465911865234,0.006465091370046139
example_images/synthetic_nested_shapes/clean/1024/nested_star_square_oval_low_contrast_cool_colors_1024.png,low_contrast_cool_colors,1024,8,25,steerable_atan2,0,smooth,25844,0.7179057002067566,0.1870720535516739,0.8930813670158386,1.1730067729949951,11.204054832458496,89.56465911865234,0.006486620754003525
example_images/synthetic_nested_shapes/clean/1024/nested_star_square_oval_low_contrast_cool_colors_1024.png,low_contrast_cool_colors,1024,8,25,brute_16,16,all,35023,3.8283698558807373,1.434653878211975,5.62992000579834,11.250011444091797,45.0,89.66014862060547,0.006465091370046139
example_images/synthetic_nested_shapes/clean/1024/nested_star_square_oval_low_contrast_cool_colors_1024.png,low_contrast_cool_colors,1024,8,25,brute_16_vs_steerable,16,all,35023,2.1842422485351562,1.8184149265289307,5.089424133300781,5.43742036819458,5.5733866691589355,5.6245036125183105,0.006465091370046139
